162,flowDurationMicroseconds
163,observedFlowTotalCount
164,ignoredPacketTotalCount
165,ignoredOctetTotalCount
166,notSentFlowTotalCount
167,notSentPacketTotalCount
168,notSentOctetTotalCount
169,destinationIPv6Prefix
170,sourceIPv6Prefix
171,postOctetTotalCount
172,postPacketTotalCount
173,flowKeyIndicator
174,postMCastPacketTotalCount
175,postMCastOctetTotalCount
176,icmpTypeIPv4
177,icmpCodeIPv4
178,icmpTypeIPv6
179,icmpCodeIPv6
180,udpSourcePort
181,udpDestinationPort
182,tcpSourcePort
183,tcpDestinationPort
184,tcpSequenceNumber
185,tcpAcknowledgementNumber
186,tcpWindowSize
187,tcpUrgentPointer
188,tcpHeaderLength
189,ipHeaderLength
190,totalLengthIPv4
191,payloadLengthIPv6
192,ipTTL
193,nextHeaderIPv6
194,mplsPayloadLength
195,ipDiffServCodePoint
196,ipPrecedence
197,fragmentFlags
198,octetDeltaSumOfSquares
199,octetTotalSumOfSquares
200,mplsTopLabelTTL
201,mplsLabelStackLength
202,mplsLabelStackDepth
203,mplsTopLabelExp
204,ipPayloadLength
205,udpMessageLength
206,isMulticast
207,ipv4IHL
208,ipv4Options
209,tcpOptions
210,paddingOctets
211,collectorIPv4Address
212,collectorIPv6Address
213,exportInterface
214,exportProtocolVersion
215,exportTransportProtocol
216,collectorTransportPort
217,exporterTransportPort
218,tcpSynTotalCount
219,tcpFinTotalCount
220,tcpRstTotalCount
221,tcpPshTotalCount
222,tcpAckTotalCount
223,tcpUrgTotalCount
224,ipTotalLength
225,postNATSourceIPv4Address
226,postNATDestinationIPv4Address
227,postNAPTSourceTransportPort
228,postNAPTDestinationTransportPort
229,natOriginatingAddressRealm
230,natEvent
231,initiatorOctets
232,responderOctets
233,firewallEvent
234,ingressVRFID
235,egressVRFID
236,VRFname
237,postMplsTopLabelExp
238,tcpWindowScale
239,biflowDirection
240,ethernetHeaderLength
241,ethernetPayloadLength
242,ethernetTotalLength
243,dot1qVlanId
244,dot1qPriority
245,dot1qCustomerVlanId
246,dot1qCustomerPriority
247,metroEvcId
248,metroEvcType
249,pseudoWireId
250,pseudoWireType
251,pseudoWireControlWord
252,ingressPhysicalInterface
253,egressPhysicalInterface
254,postDot1qVlanId
255,postDot1qCustomerVlanId
256,ethernetType
257,postIpPrecedence
258,collectionTimeMilliseconds
259,exportSctpStreamId
260,maxExportSeconds
261,maxFlowEndSeconds
262,messageMD5Checksum
263,messageScope
264,minExportSeconds
265,minFlowStartSeconds
266,opaqueOctets
267,sessionScope
268,maxFlowEndMicroseconds
269,maxFlowEndMilliseconds
270,maxFlowEndNanoseconds
271,minFlowStartMicroseconds
272,minFlowStartMilliseconds
273,minFlowStartNanoseconds
274,collectorCertificate
275,exporterCertificate
276,dataRecordsReliability
277,observationPointType
278,newConnectionDeltaCount
279,connectionSumDurationSeconds
280,connectionTransactionId
281,postNATSourceIPv6Address
282,postNATDestinationIPv6Address
283,natPoolId
284,natPoolName
285,anonymizationFlags
286,anonymizationTechnique
287,informationElementIndex
288,p2pTechnology
289,tunnelTechnology
290,encryptedTechnology
291,basicList
292,subTemplateList
293,subTemplateMultiList
294,bgpValidityState
295,IPSecSPI
296,greKey
297,natType
298,initiatorPackets
299,responderPackets
300,observationDomainName
301,selectionSequenceId
302,selectorId
303,informationElementId
304,selectorAlgorithm
305,samplingPacketInterval
306,samplingPacketSpace
307,samplingTimeInterval
308,samplingTimeSpace
309,samplingSize
310,samplingPopulation
311,samplingProbability
312,dataLinkFrameSize
313,ipHeaderPacketSection
314,ipPayloadPacketSection
315,dataLinkFrameSection
316,mplsLabelStackSection
317,mplsPayloadPacketSection
318,selectorIdTotalPktsObserved
319,selectorIdTotalPktsSelected
320,absoluteError
321,relativeError
322,observationTimeSeconds
323,observationTimeMilliseconds
324,observationTimeMicroseconds
325,observationTimeNanoseconds
326,digestHashValue
327,hashIPPayloadOffset
328,hashIPPayloadSize
329,hashOutputRangeMin
330,hashOutputRangeMax
331,hashSelectedRangeMin
332,hashSelectedRangeMax
333,hashDigestOutput
334,hashInitialiserValue
335,selectorName
336,upperCILimit
337,lowerCILimit
338,confidenceLevel
339,informationElementDataType
340,informationElementDescription
341,informationElementName
342,informationElementRangeBegin
343,informationElementRangeEnd
344,informationElementSemantics
345,informationElementUnits
346,privateEnterpriseNumber
347,virtualStationInterfaceId
348,virtualStationInterfaceName
349,virtualStationUUID
350,virtualStationName
351,layer2SegmentId
352,layer2OctetDeltaCount
353,layer2OctetTotalCount
354,ingressUnicastPacketTotalCount
355,ingressMulticastPacketTotalCount
356,ingressBroadcastPacketTotalCount
357,egressUnicastPacketTotalCount
358,egressBroadcastPacketTotalCount
359,monitoringIntervalStartMilliSeconds
360,monitoringIntervalEndMilliSeconds
361,portRangeStart
362,portRangeEnd
363,portRangeStepSize
364,portRangeNumPorts
365,staMacAddress
366,staIPv4Address
367,wtpMacAddress
368,ingressInterfaceType
369,egressInterfaceType
370,rtpSequenceNumber
371,userName
372,applicationCategoryName
373,applicationSubCategoryName
374,applicationGroupName
375,originalFlowsPresent
376,originalFlowsInitiated
377,originalFlowsCompleted
378,distinctCountOfSourceIPAddress
379,distinctCountOfDestinationIPAddress
380,distinctCountOfSourceIPv4Address
381,distinctCountOfDestinationIPv4Address
382,distinctCountOfSourceIPv6Address
383,distinctCountOfDestinationIPv6Address
384,valueDistributionMethod
385,rfc3550JitterMilliseconds
386,rfc3550JitterMicroseconds
387,rfc3550JitterNanoseconds
388,dot1qDEI
389,dot1qCustomerDEI
390,flowSelectorAlgorithm
391,flowSelectedOctetDeltaCount
392,flowSelectedPacketDeltaCount
393,flowSelectedFlowDeltaCount
394,selectorIDTotalFlowsObserved
395,selectorIDTotalFlowsSelected
396,samplingFlowInterval
397,samplingFlowSpacing
398,flowSamplingTimeInterval
399,flowSamplingTimeSpacing
400,hashFlowDomain
401,transportOctetDeltaCount
402,transportPacketDeltaCount
403,originalExporterIPv4Address
404,originalExporterIPv6Address
405,originalObservationDomainId
406,intermediateProcessId
407,ignoredDataRecordTotalCount
408,dataLinkFrameType
409,sectionOffset
410,sectionExportedOctets
411,dot1qServiceInstanceTag
412,dot1qServiceInstanceId
413,dot1qServiceInstancePriority
414,dot1qCustomerSourceMacAddress
415,dot1qCustomerDestinationMacAddress
417,postLayer2OctetDeltaCount
418,postMCastLayer2OctetDeltaCount
420,postLayer2OctetTotalCount
421,postMCastLayer2OctetTotalCount
422,minimumLayer2TotalLength
423,maximumLayer2TotalLength
424,droppedLayer2OctetDeltaCount
425,droppedLayer2OctetTotalCount
426,ignoredLayer2OctetTotalCount
427,notSentLayer2OctetTotalCount
428,layer2OctetDeltaSumOfSquares
429,layer2OctetTotalSumOfSquares
430,layer2FrameDeltaCount
431,layer2FrameTotalCount
432,pseudoWireDestinationIPv4Address
433,ignoredLayer2FrameTotalCount
434,mibObjectValueInteger
435,mibObjectValueOctetString
436,mibObjectValueOID
437,mibObjectValueBits
438,mibObjectValueIPAddress
439,mibObjectValueCounter
440,mibObjectValueGauge
441,mibObjectValueTimeTicks
442,mibObjectValueUnsigned
443,mibObjectValueTable
444,mibObjectValueRow
445,mibObjectIdentifier
446,mibSubIdentifier
447,mibIndexIndicator
448,mibCaptureTimeSemantics
449,mibContextEngineID
450,mibContextName
451,mibObjectName
452,mibObjectDescription
453,mibObjectSyntax
454,mibModuleName
455,mobileIMSI
456,mobileMSISDN
457,httpStatusCode
458,sourceTransportPortsLimit
459,httpRequestMethod
460,httpRequestHost
461,httpRequestTarget
462,httpMessageVersion
463,natInstanceID
464,internalAddressRealm
465,externalAddressRealm
466,natQuotaExceededEvent
467,natThresholdEvent
468,httpUserAgent
469,httpContentType
470,httpReasonPhrase
471,maxSessionEntries
472,maxBIBEntries
473,maxEntriesPerUser
474,maxSubscribers
475,maxFragmentsPendingReassembly
476,addressPoolHighThreshold
477,addressPoolLowThreshold
478,addressPortMappingHighThreshold
479,addressPortMappingLowThreshold
480,addressPortMappingPerUserHighThreshold
481,globalAddressMappingHighThreshold
482,vpnIdentifier
